HCPCS_Cd,HCPCS_Desc,Provider_Count,Service_Records,Total_Beneficiaries,Total_Services,Avg_Medicare_Payment,Avg_Submitted_Charge,Avg_Allowed_Amount
83518,"Analysis of substance using immunoassay technique, single step method",3,3,140,150,9.396247086233332,25.0,9.396247086233332
64480,"Injection of anesthetic and/or steroid drug into upper or middle spine nerve root using imaging guidance, each additional level",6,6,110,149,87.95963834016668,601.9904761833333,110.72894535716667
57282,Repair of pelvic ligaments through vagina,8,8,149,149,251.183050092125,1643.26785715,315.560562500375
94762,Test to measure oxygen level in blood using ear or finger device continuously overnight,6,6,133,149,20.962671397333335,59.45098039216666,26.998336647166667
G2086,"Office-based treatment for opioid use disorder, including development of the treatment plan, care coordination, individual therapy and group therapy and counseling; at least 70 minutes in the first calendar month",2,2,93,148,333.722256135,545.98,418.764233575
99427,"Principal care management services for a single high-risk disease, each additional 30 minutes of clinical staff time directed by health care professional, per calendar month",1,1,74,148,35.572364865,75.0,44.449864865
77525,Complex proton beam radiation treatment,1,1,56,148,938.78689189,4700.0,1179.6367568
11604,"Removal of cancer skin growth of body, arms, or legs, 3.1-4.0 cm",10,10,144,148,186.81582401999998,606.682,238.754063008
95924,"Testing of autonomic (sympathetic and parasympathetic) nervous system function, at least 5 minutes of tilt",5,5,147,148,90.64440256380001,353.385692308,117.567865934
29425,Application of walking cast covering below knee to toe,4,4,92,147,45.14009120825,196.5,59.91548195775
69200,Removal of foreign body in ear canal,8,8,136,147,57.59052207175,279.96440031375,81.390467437875
00873,Anesthesia for shock wave therapy for urinary system stones without water bath,10,10,144,146,126.7751790405,1376.569395085,158.6591469114
82803,Blood gases measurement,4,4,144,146,25.312129841249998,73.0,25.312129841249998
78454,Nuclear medicine studies of heart muscle at rest and with stress with single 2d image,4,4,145,145,49.36351120975,349.0,64.14637990425
73525,Review by radiologist of hip joint image,5,5,130,145,79.3195326164,299.70076470600003,103.14782679340001
29822,Limited removal of abnormal shoulder joint tissue using endoscope,7,7,145,145,206.46247404387142,2214.683219814286,258.7874180774285
17280,"Destruction of cancer skin growth of face, ears, eyelids, nose, lips, or mouth, 0.5 cm or less",7,7,134,144,78.66174848157142,212.51747899142856,104.14539853114286
27369,Injection of contrast for imaging of knee joint,4,4,118,144,94.150192129,278.0727272725,122.971163299
0507T,Near infrared dual imaging of tear glands with interpretation and report,2,2,96,143,16.505347389500002,89.5,22.067307229
43275,Removal of stent from pancreatic or bile duct using a flexible endoscope,8,8,141,143,273.99898705124997,1079.0165140375,352.64320777
01924,Anesthesia for x-ray on arteries,10,10,127,142,185.909438294,1771.55245726,237.158202733
76513,Ultrasound scan of eye using water bath method,5,5,140,142,74.41587681440001,230.834727272,100.98163002880001
70492,Ct scan of soft tissue of neck before and after contrast,9,9,141,142,149.91699573355555,743.1996786322222,195.95215299833333
61796,"Computer-assisted radiosurgery of simple growth of brain, first growth",3,3,121,142,808.45485126,8416.333333333334,1010.2072102266666
86079,Blood bank physician services with written report,1,1,111,142,38.540352113,197.02816901,50.987183099
81455,Test for detecting genes associated with cancer,2,2,141,141,2875.8600432000003,7526.0,2875.8600432000003
43273,Exam of common bile and/or pancreatic duct using a flexible endoscope,5,5,102,141,95.3457284446,867.125,119.32372844599999
M0247,"Intravenous infusion, sotrovimab, includes infusion and post administration monitoring",4,4,140,140,467.680625,800.0,467.680625
73706,Ct scan of blood vessels of lower leg with contrast,2,2,72,140,67.3939799635,294.0,91.3433424405
87230,Microbial toxin or antitoxin assay,1,1,138,140,19.497642857,143.00307143,19.497642857
0330T,Tear film imaging of one or both eyes,1,1,139,140,12.573357143,39.0,20.543285714
93893,Ultrasound of within the brain blood flow for blood clots with microbubble injection,1,1,137,140,158.8635,800.0,202.932
37215,Insertion of stent and blood clot protection device in neck artery with review by radiologist,7,7,135,139,769.3389337899999,6947.604285714285,966.0525316699999
67961,Removal of up to 1/4 of eyelid margin and repair of eyelid,2,2,90,139,314.35173043,1120.709375,401.744912385
98981,"Remote therapeutic monitoring treatment management services by physician or other qualified health care professional, each additional 20 minutes per calendar month",2,2,41,139,30.730162352,92.91017441849999,38.528841596999996
63056,"Release of lower spinal cord and/or nerves, single segment",2,2,136,138,365.738778779,2661.5,458.19877878
93650,Destruction of heart conduction tissue to create heart block,10,10,135,138,443.37247067300007,1523.55904762,558.882283714
36246,"Insertion of tube into abdominal, pelvic, or leg artery, initial second order branch",7,7,124,138,346.28426003285716,1961.2589055857145,434.65449738857143
G0513,"Prolonged preventive service(s) (beyond the typical service time of the primary procedure), in the office or other outpatient setting requiring direct patient contact beyond the usual service; first 30 minutes (list separately in addition to code for preve",1,1,138,138,70.123623188,100.0,70.123623188
34713,Exposure of groin artery for delivery of graft,8,8,136,138,69.555040161125,887.11129403025,86.9001820005
82010,"Ketone bodies analysis, quantitative",2,2,118,137,8.093384615400002,94.58425,8.093384615400002
85415,Plasminogen activator (fibrinolytic factor) measurement,2,2,89,137,16.9750474305,215.000187745,16.9750474305
81025,Urine pregnancy test,6,6,85,137,8.294337135200001,27.959999999999997,8.294337135200001
M0223,"Intravenous injection, bebtelovimab, includes injection and post administration monitoring in the home or residence; this includes a beneficiary's home that has been made provider-based to the hospital during the covid-19 public health emergency",3,3,136,137,539.0418832633333,1133.3333333333333,539.0418832633333
95868,Needle measurement of electrical activity in muscles on both sides of body,1,1,113,137,51.79810219,1310.0,64.80810219
84181,Protein measurement,1,1,116,136,16.8025,162.99073529,16.8025
83918,Organic acids level,2,2,119,136,23.368767857,169.539589285,23.368767857
86403,Screening test for presence of antibody,2,2,126,136,11.404083554,86.71184466,11.404083554
75984,Review by radiologist of image for replacement of stomach or large bowel tube,6,6,96,136,30.792065809333334,219.0,38.69741934466666
01200,Anesthesia for closed procedure on hip joint,7,7,126,136,66.40546048257143,928.3412322642858,83.86824624028573
43659,Other procedure on stomach using an endoscope,6,6,133,136,893.9139126,9367.110317383333,1119.4107940766667
0509T,Pattern recording of retinal electrical responses to external stimuli with interpretation and report,3,3,125,135,54.350765765666665,203.66666666666666,72.547511261
36222,Insertion of tube into extracranial artery for diagnosis or treatment with review by radiologist,2,2,118,135,251.359104515,9626.7436975,318.19079044
67950,Reconstruction of eyelid margin,5,5,125,134,305.787080974,1355.43374102,383.958589188
21208,Incision and repair of bony defect of cheek bone with repositioning of bony segment,3,3,77,134,774.5314542299999,2194.1957614666667,970.6404957466667
J3360,"Injection, diazepam, up to 5 mg",2,2,87,133,4.6411315789500005,21.0263157895,6.1690000000000005
66183,Insertion of eye fluid drainage device,6,6,112,133,1031.7442441316666,3512.8262152499997,1294.7488851866667
99449,"Telephone or internet assessment with verbal and written report by consulting physician, more than 30 minutes",6,6,123,133,56.29657911166667,283.29897625,74.3785601285
G2076,"Intake activities, including initial medical examination that is a complete, fully documented physical evaluation and initial assessment by a program physician or a primary care physician, or an authorized healthcare professional under the supervision of a",2,2,51,132,192.77337255,203.240882355,197.575529415
64727,Release of nerve using operating microscope,2,2,76,132,146.017733335,500.0,183.43200000000002
28010,Repair of toe tendon,4,4,77,132,139.50753925499998,463.85,188.8639797625
69420,"Incision, aspiration, and/or inflation of eardrum",5,5,115,132,167.130892136,510.59479981999993,212.180679422
84080,"Phosphatase (enzyme) measurement, alkaline, isoenzymes",4,4,120,131,14.5473167295,58.47240384625,14.5473167295
61885,Insertion of brain neurostimulator pulse device with connection to single electrode array,5,5,130,131,505.81030357199995,4065.75523808,633.218804762
91120,Test for tone and sensation of rectum and anus,7,7,118,131,351.4880551554285,1174.9126817085712,448.1183122622857
19125,"Removal of growth of breast identified by x-ray marker, first growth",9,9,131,131,470.3887562533334,2909.3170093777776,591.2649196733333
91035,Monitoring and recording of esophageal function through a capsule attached to the esophagus wall,6,6,128,130,159.90269178916665,2780.4145507033336,200.73586778016667
83704,"Lipoprotein level, quantitation of lipoprotein particle number(s)",2,2,117,130,31.245744048,87.575892857,31.245744048
51600,Injection procedure for imaging of bladder during voiding,6,6,128,130,82.062011424,665.5241025633333,104.58528492250001
85536,Blood smear for iron,1,1,125,130,6.7911538462,20.0,6.7911538462
27093,Injection of contrast for imaging of hip joint,4,4,107,130,167.973058541,896.0428611675,215.51233853275
19303,Simple complete removal of breast,7,7,129,130,736.0146864414286,3568.2096475,926.5764762299999
77321,Special radiation therapy planning for delivery of external radiation,7,7,127,129,63.27150241271429,437.91468254,80.10426885300001
95724,"Measurement of brain wave activity with video (veeg), 61-84 hours with review and report by health care professional",5,5,126,129,254.729702396,1114.59165218,320.89625994200003
97537,"Training for community or work reintegration, each 15 minutes",2,2,23,129,19.680462874,74.44860294099999,24.8422492765
36479,"Laser destruction of incompetent veins of arm or leg using imaging guidance, subsequent",2,2,85,129,229.35159665,1067.5,287.27159665
37238,"Insertion of stent in vein with review by radiologist, initial vein",4,4,115,129,1649.47094247,4680.7022420525,2068.7159176675
22214,Incision or removal of lower spine bone segment,7,7,128,129,373.4176224364286,4620.309990017143,467.7370747242857
93660,Evaluation of heart function using tilt table,6,6,129,129,70.37566706683333,333.8112329516667,90.61482380466667
38505,Needle biopsy or removal of surface lymph nodes,8,8,128,128,75.6030724915,492.264102565,98.44736092025
21110,Application and removal of dental fixation device,1,1,118,128,676.86382813,1550.0,855.33164063
32663,Exam of lung with removal of lung lobe using an endoscope,8,8,128,128,901.4792386975,4024.0181818125,1130.9303538
J1240,"Injection, dimenhydrinate, up to 50 mg",1,1,24,127,5.688976378,20.0,7.4072440945
31623,Exam of lung airways using an endoscope,6,6,123,127,2.5955506151,435.86231884,4.5254673042
26440,Release of tendon of palm or finger,1,1,23,127,302.47354331,3434.8346457,379.44488189
70210,"X-ray of paranasal sinus, 1-2 views",6,6,120,127,17.39548888571667,56.178333333333335,24.358662832483333
67810,Biopsy of eyelid,8,8,120,127,129.2349155115,360.0178571425,168.793229129875
45382,Control of bleeding of upper large bowel using a flexible endoscope,8,8,122,125,203.51148108875,1616.3190476125,258.26764282875
22848,Insertion of instrumentation to pelvic bones,8,8,124,124,215.893904431125,966.4909090875,269.921177157375
63053,Partial removal of bone of additional segment of spine in lower back with release of spinal cord and/or nerves during fusion of spine in lower back,5,5,82,124,112.76073043480001,693.267826087,141.14828524939998
21235,Obtaining ear cartilage for grafting,5,5,116,124,250.075173538,2897.2,313.161174276
